"","ID","Biome","State","Latitude","Lat_group","Locality","Family","Temp_let","Temp_num","Sex","Sex1","Wing.length..mm.","sLL","dLL","dPL","Emtime","Preadult.death","Death_stat","AdRate","LarvRate","Puplen","Puprate","D.pread.rate","AL","time","Lat_grouple","growth"
"203","RPV 302","Amazon","Rondonia",-8.742,"2","RPV",12,"B","24","F",0,2.637,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,3,19,"Mid latitude",0.0570377592571265
"211","RPV 310","Amazon","Rondonia",-8.742,"2","RPV",12,"C","28","F",0,2.439,12,NA,NA,14,NA,1,0.071428571,0.083333333,2,0.5,NA,2,14,"Mid latitude",0.0742990099361486
"212","RPV 311","Amazon","Rondonia",-8.742,"2","RPV",12,"C","28","F",0,2.373,12,NA,NA,13,NA,1,0.076923077,0.083333333,1,1,NA,1,13,"Mid latitude",0.0720129147878022
"213","RPV 312","Amazon","Rondonia",-8.742,"2","RPV",12,"C","28","F",0,2.594,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Mid latitude",0.0680857918495894
"216","RPV 315","Amazon","Rondonia",-8.742,"2","RPV",12,"C","28","F",0,2.594,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,2,15,"Mid latitude",0.073323160453404
"221","RPV 320","Amazon","Rondonia",-8.742,"2","RPV",17,"A","20","F",0,2.784,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,5,20,"Mid latitude",0.0602287495571867
"222","RPV 321","Amazon","Rondonia",-8.742,"2","RPV",17,"A","20","M",1,2.756,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,3,23,"Mid latitude",0.0506890176575706
"223","RPV 322","Amazon","Rondonia",-8.742,"2","RPV",17,"A","20","F",0,2.696,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,4,23,"Mid latitude",0.049588459652503
"224","RPV 323","Amazon","Rondonia",-8.742,"2","RPV",17,"A","20","M",1,2.579,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,3,23,"Mid latitude",0.0473700863449604
"225","RPV 324","Amazon","Rondonia",-8.742,"2","RPV",17,"A","20","F",0,2.982,24,NA,NA,27,NA,1,0.037037037,0.041666667,3,0.333333333,NA,4,27,"Mid latitude",0.0455247590142728
"226","RPV 325","Amazon","Rondonia",-8.742,"2","RPV",17,"A","20","M",1,2.816,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,4,21,"Mid latitude",0.0575176354608775
"227","RPV 326","Amazon","Rondonia",-8.742,"2","RPV",17,"A","20","M",1,2.753,19,NA,NA,22,NA,1,0.045454545,0.052631579,3,0.333333333,NA,4,22,"Mid latitude",0.0532995382189721
"228","RPV 327","Amazon","Rondonia",-8.742,"2","RPV",17,"A","20","F",0,2.867,21,NA,NA,24,NA,1,0.041666667,0.047619048,3,0.333333333,NA,4,24,"Mid latitude",0.0501555327095825
"229","RPV 328","Amazon","Rondonia",-8.742,"2","RPV",17,"A","20","M",1,2.797,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,3,25,"Mid latitude",0.0467521551918101
"230","RPV 329","Amazon","Rondonia",-8.742,"2","RPV",17,"A","20","M",1,2.997,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,4,25,"Mid latitude",0.0498914449242966
"231","RPV 330","Amazon","Rondonia",-8.742,"2","RPV",17,"A","20","M",1,2.9,17,NA,NA,21,NA,1,0.047619048,0.058823529,4,0.25,NA,4,21,"Mid latitude",0.0626300433524958
"233","RPV 332","Amazon","Rondonia",-8.742,"2","RPV",17,"A","20","M",1,2.618,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,3,25,"Mid latitude",0.0437459394312595
"234","RPV 333","Amazon","Rondonia",-8.742,"2","RPV",17,"A","20","M",1,2.651,23,NA,NA,27,NA,1,0.037037037,0.043478261,4,0.25,NA,3,27,"Mid latitude",0.0423885620568212
"235","RPV 334","Amazon","Rondonia",-8.742,"2","RPV",17,"A","20","F",0,2.846,26,NA,NA,29,NA,1,0.034482759,0.038461538,3,0.333333333,NA,4,29,"Mid latitude",0.0402274807564485
"236","RPV 335","Amazon","Rondonia",-8.742,"2","RPV",17,"B","24","M",1,2.711,15,NA,NA,16,NA,1,0.0625,0.066666667,1,1,NA,3,16,"Mid latitude",0.0664878380344352
"237","RPV 336","Amazon","Rondonia",-8.742,"2","RPV",17,"B","24","F",0,2.749,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,4,22,"Mid latitude",0.0505618604591554
"238","RPV 337","Amazon","Rondonia",-8.742,"2","RPV",17,"B","24","M",1,2.426,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,2,22,"Mid latitude",0.0443121905260929
"239","RPV 338","Amazon","Rondonia",-8.742,"2","RPV",17,"B","24","M",1,2.704,21,NA,NA,23,NA,1,0.043478261,0.047619048,2,0.5,NA,4,23,"Mid latitude",0.0473681980086056
"240","RPV 339","Amazon","Rondonia",-8.742,"2","RPV",17,"B","24","M",1,2.721,24,NA,NA,26,NA,1,0.038461538,0.041666667,2,0.5,NA,2,26,"Mid latitude",0.0417083108250462
"241","RPV 340","Amazon","Rondonia",-8.742,"2","RPV",17,"B","24","M",1,2.664,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,2,18,"Mid latitude",0.0612392970423839
"242","RPV 341","Amazon","Rondonia",-8.742,"2","RPV",17,"B","24","M",1,2.583,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,2,21,"Mid latitude",0.0527195285618724
"243","RPV 342","Amazon","Rondonia",-8.742,"2","RPV",17,"B","24","M",1,2.624,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,3,21,"Mid latitude",0.0507736774253601
"244","RPV 343","Amazon","Rondonia",-8.742,"2","RPV",17,"B","24","F",0,2.592,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,2,22,"Mid latitude",0.0476214889245014
"245","RPV 344","Amazon","Rondonia",-8.742,"2","RPV",17,"B","24","M",1,3.034,22,NA,NA,24,NA,1,0.041666667,0.045454545,2,0.5,NA,3,24,"Mid latitude",0.0504491764057428
"246","RPV 345","Amazon","Rondonia",-8.742,"2","RPV",17,"B","24","M",1,2.715,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,3,16,"Mid latitude",0.0713422823847071
"247","RPV 346","Amazon","Rondonia",-8.742,"2","RPV",17,"B","24","M",1,2.503,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,3,19,"Mid latitude",0.0539700007323316
"248","RPV 347","Amazon","Rondonia",-8.742,"2","RPV",17,"B","24","M",1,2.603,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,1,20,"Mid latitude",0.0531480347784682
"249","RPV 348","Amazon","Rondonia",-8.742,"2","RPV",17,"B","24","F",0,2.487,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,3,20,"Mid latitude",0.050615398045626
"250","RPV 349","Amazon","Rondonia",-8.742,"2","RPV",17,"B","24","M",1,2.68,21,NA,NA,23,NA,1,0.043478261,0.047619048,2,0.5,NA,2,23,"Mid latitude",0.0469436568820364
"251","RPV 350","Amazon","Rondonia",-8.742,"2","RPV",17,"C","28","M",1,2.603,13,NA,NA,15,NA,1,0.066666667,0.076923077,2,0.5,NA,1,15,"Mid latitude",0.0735895866163406
"252","RPV 351","Amazon","Rondonia",-8.742,"2","RPV",17,"C","28","F",0,2.407,15,NA,NA,17,NA,1,0.058823529,0.066666667,2,0.5,NA,1,17,"Mid latitude",0.0585587439200623
"253","RPV 352","Amazon","Rondonia",-8.742,"2","RPV",17,"C","28","F",0,2.354,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,2,17,"Mid latitude",0.0535072505523803
"255","RPV 354","Amazon","Rondonia",-8.742,"2","RPV",17,"C","28","F",0,2.42,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,2,21,"Mid latitude",0.046514081061505
"257","RPV 356","Amazon","Rondonia",-8.742,"2","RPV",17,"C","28","M",1,2.513,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,2,17,"Mid latitude",0.0575923286600909
"258","RPV 357","Amazon","Rondonia",-8.742,"2","RPV",17,"C","28","M",1,2.547,18,NA,NA,19,NA,1,0.052631579,0.055555556,1,1,NA,2,19,"Mid latitude",0.0519397886665178
"259","RPV 358","Amazon","Rondonia",-8.742,"2","RPV",17,"C","28","M",1,2.422,20,NA,NA,21,NA,1,0.047619048,0.05,1,1,NA,1,21,"Mid latitude",0.044229682256545
"261","RPV 360","Amazon","Rondonia",-8.742,"2","RPV",17,"C","28","F",0,2.408,14,NA,NA,15,NA,1,0.066666667,0.071428571,1,1,NA,2,15,"Mid latitude",0.0627711805318982
"262","RPV 361","Amazon","Rondonia",-8.742,"2","RPV",17,"C","28","F",0,2.331,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,1,18,"Mid latitude",0.0528935850033513
"264","RPV 363","Amazon","Rondonia",-8.742,"2","RPV",17,"C","28","M",1,2.633,17,NA,NA,18,NA,1,0.055555556,0.058823529,1,1,NA,1,18,"Mid latitude",0.0569484635596572
"266","RPV 365","Amazon","Rondonia",-8.742,"2","RPV",18,"A","20","M",1,2.828,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,5,20,"Mid latitude",0.061151161649078
"267","RPV 366","Amazon","Rondonia",-8.742,"2","RPV",18,"A","20","F",0,2.799,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,3,23,"Mid latitude",0.0514631105266658
"268","RPV 367","Amazon","Rondonia",-8.742,"2","RPV",18,"A","20","F",0,2.901,23,NA,NA,26,NA,1,0.038461538,0.043478261,3,0.333333333,NA,4,26,"Mid latitude",0.0463067610930116
"269","RPV 368","Amazon","Rondonia",-8.742,"2","RPV",18,"A","20","F",0,2.792,23,NA,NA,26,NA,1,0.038461538,0.043478261,3,0.333333333,NA,4,26,"Mid latitude",0.044641660213049
"270","RPV 369","Amazon","Rondonia",-8.742,"2","RPV",18,"A","20","M",1,2.939,23,NA,NA,26,NA,1,0.038461538,0.043478261,3,0.333333333,NA,4,26,"Mid latitude",0.0468725820624687
"271","RPV 370","Amazon","Rondonia",-8.742,"2","RPV",18,"A","20","M",1,2.602,19,NA,NA,22,NA,1,0.045454545,0.052631579,3,0.333333333,NA,1,22,"Mid latitude",0.0503305463205428
"272","RPV 371","Amazon","Rondonia",-8.742,"2","RPV",18,"A","20","M",1,2.862,22,NA,NA,26,NA,1,0.038461538,0.045454545,4,0.25,NA,5,26,"Mid latitude",0.0477963945970118
"273","RPV 372","Amazon","Rondonia",-8.742,"2","RPV",18,"A","20","F",0,2.851,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,4,25,"Mid latitude",0.0476213549968425
"274","RPV 373","Amazon","Rondonia",-8.742,"2","RPV",18,"A","20","M",1,2.841,23,NA,NA,26,NA,1,0.038461538,0.043478261,3,0.333333333,NA,4,26,"Mid latitude",0.0453980914292196
"275","RPV 374","Amazon","Rondonia",-8.742,"2","RPV",18,"A","20","F",0,2.887,26,NA,NA,29,NA,1,0.034482759,0.038461538,3,0.333333333,NA,3,29,"Mid latitude",0.0407776115646461
"276","RPV 375","Amazon","Rondonia",-8.742,"2","RPV",18,"A","20","M",1,2.963,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,5,20,"Mid latitude",0.0638942510936134
"281","RPV 380","Amazon","Rondonia",-8.742,"2","RPV",18,"B","24","F",0,2.623,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,3,18,"Mid latitude",0.060269918805296
"282","RPV 381","Amazon","Rondonia",-8.742,"2","RPV",18,"B","24","F",0,NA,17,NA,NA,18,NA,1,0.055555556,0.058823529,1,1,NA,0,18,"Mid latitude",NA
"283","RPV 382","Amazon","Rondonia",-8.742,"2","RPV",18,"B","24","F",0,2.589,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,2,20,"Mid latitude",0.0528484278205223
"284","RPV 383","Amazon","Rondonia",-8.742,"2","RPV",18,"B","24","F",0,2.655,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,3,20,"Mid latitude",0.0542469252607723
"285","RPV 384","Amazon","Rondonia",-8.742,"2","RPV",18,"B","24","M",1,2.94,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,2,22,"Mid latitude",0.0539204790675295
"286","RPV 385","Amazon","Rondonia",-8.742,"2","RPV",18,"B","24","M",1,2.577,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,3,18,"Mid latitude",0.0591641207293893
"287","RPV 386","Amazon","Rondonia",-8.742,"2","RPV",18,"B","24","F",0,2.744,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,4,19,"Mid latitude",0.0593774535213905
"288","RPV 387","Amazon","Rondonia",-8.742,"2","RPV",18,"B","24","F",0,2.808,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,3,20,"Mid latitude",0.0573595825646425
"289","RPV 388","Amazon","Rondonia",-8.742,"2","RPV",18,"B","24","M",1,2.935,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,3,21,"Mid latitude",0.0566688133305295
"291","RPV 390","Amazon","Rondonia",-8.742,"2","RPV",18,"B","24","M",1,2.772,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,4,18,"Mid latitude",0.0637230675829785
"292","RPV 391","Amazon","Rondonia",-8.742,"2","RPV",18,"B","24","M",1,2.749,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,3,18,"Mid latitude",0.0632023255739443
"293","RPV 392","Amazon","Rondonia",-8.742,"2","RPV",18,"B","24","F",0,2.566,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,3,21,"Mid latitude",0.049597277168076
"294","RPV 393","Amazon","Rondonia",-8.742,"2","RPV",18,"B","24","M",1,2.688,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,2,21,"Mid latitude",0.0520419696137317
"295","RPV 394","Amazon","Rondonia",-8.742,"2","RPV",18,"B","24","M",1,2.639,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,3,21,"Mid latitude",0.0510736872379572
"296","RPV 395","Amazon","Rondonia",-8.742,"2","RPV",18,"C","28","F",0,2.506,13,NA,NA,14,NA,1,0.071428571,0.076923077,1,1,NA,2,14,"Mid latitude",0.0706682966518367
"297","RPV 396","Amazon","Rondonia",-8.742,"2","RPV",18,"C","28","M",1,NA,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,0,17,"Mid latitude",NA
"298","RPV 397","Amazon","Rondonia",-8.742,"2","RPV",18,"C","28","M",1,2.53,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,2,17,"Mid latitude",0.0580137064212143
"300","RPV 399","Amazon","Rondonia",-8.742,"2","RPV",18,"C","28","F",0,2.601,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,2,21,"Mid latitude",0.050310315077185
"301","RPV 400","Amazon","Rondonia",-8.742,"2","RPV",18,"C","28","F",0,2.53,12,NA,NA,13,NA,1,0.076923077,0.083333333,1,1,NA,2,13,"Mid latitude",0.0773516085616191
"302","RPV 401","Amazon","Rondonia",-8.742,"2","RPV",18,"C","28","M",1,2.407,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,2,17,"Mid latitude",0.0548988224250584
"303","RPV 402","Amazon","Rondonia",-8.742,"2","RPV",18,"C","28","M",1,2.612,17,NA,NA,18,NA,1,0.055555556,0.058823529,1,1,NA,2,18,"Mid latitude",0.0564774242008344
"304","RPV 403","Amazon","Rondonia",-8.742,"2","RPV",18,"C","28","F",0,NA,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,0,20,"Mid latitude",NA
"305","RPV 404","Amazon","Rondonia",-8.742,"2","RPV",18,"C","28","F",0,2.51,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,2,21,"Mid latitude",0.0484359343759838
"306","RPV 405","Amazon","Rondonia",-8.742,"2","RPV",18,"C","28","M",1,2.388,14,NA,NA,15,NA,1,0.066666667,0.071428571,1,1,NA,2,15,"Mid latitude",0.0621754425378825
"308","RPV 407","Amazon","Rondonia",-8.742,"2","RPV",18,"C","28","M",1,2.449,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,2,17,"Mid latitude",0.0559799861231269
"309","RPV 408","Amazon","Rondonia",-8.742,"2","RPV",18,"C","28","M",1,2.651,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,2,19,"Mid latitude",0.0573492310180523
"311","RPV 410","Amazon","Rondonia",-8.742,"2","RPV",19,"A","20","M",1,2.811,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,4,20,"Mid latitude",0.0607964877602585
"312","RPV 411","Amazon","Rondonia",-8.742,"2","RPV",19,"A","20","F",0,2.84,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,5,21,"Mid latitude",0.0579891140096175
"313","RPV 412","Amazon","Rondonia",-8.742,"2","RPV",19,"A","20","F",0,2.878,19,NA,NA,22,NA,1,0.045454545,0.052631579,3,0.333333333,NA,5,22,"Mid latitude",0.0556366109718514
"314","RPV 413","Amazon","Rondonia",-8.742,"2","RPV",19,"A","20","M",1,NA,21,NA,NA,24,NA,1,0.041666667,0.047619048,3,0.333333333,NA,4,24,"Mid latitude",NA
"316","RPV 415","Amazon","Rondonia",-8.742,"2","RPV",19,"A","20","F",0,2.853,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,5,20,"Mid latitude",0.0616688866018449
"317","RPV 416","Amazon","Rondonia",-8.742,"2","RPV",19,"A","20","M",1,2.93,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,4,23,"Mid latitude",0.0537501211514488
"318","RPV 417","Amazon","Rondonia",-8.742,"2","RPV",19,"A","20","F",0,2.833,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,4,23,"Mid latitude",0.052066811042419
"319","RPV 418","Amazon","Rondonia",-8.742,"2","RPV",19,"A","20","M",1,2.939,21,NA,NA,24,NA,1,0.041666667,0.047619048,3,0.333333333,NA,5,24,"Mid latitude",0.0513366374969895
"320","RPV 419","Amazon","Rondonia",-8.742,"2","RPV",19,"A","20","M",1,3.058,23,NA,NA,26,NA,1,0.038461538,0.043478261,3,0.333333333,NA,4,26,"Mid latitude",0.0485983090220378
"321","RPV 420","Amazon","Rondonia",-8.742,"2","RPV",19,"A","20","F",0,2.698,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,4,21,"Mid latitude",0.0551394865436425
"322","RPV 421","Amazon","Rondonia",-8.742,"2","RPV",19,"A","20","M",1,2.778,19,NA,NA,22,NA,1,0.045454545,0.052631579,3,0.333333333,NA,4,22,"Mid latitude",0.0537753286490606
"323","RPV 422","Amazon","Rondonia",-8.742,"2","RPV",19,"A","20","M",1,3.008,20,NA,NA,24,NA,1,0.041666667,0.05,4,0.25,NA,4,24,"Mid latitude",0.0550637703043797
"325","RPV 424","Amazon","Rondonia",-8.742,"2","RPV",19,"A","20","M",1,3.127,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,6,25,"Mid latitude",0.0518215490216229
"326","RPV 425","Amazon","Rondonia",-8.742,"2","RPV",19,"B","24","M",1,2.742,14,NA,NA,16,NA,1,0.0625,0.071428571,2,0.5,NA,2,16,"Mid latitude",0.0720491129385802
"327","RPV 427","Amazon","Rondonia",-8.742,"2","RPV",19,"B","24","F",0,2.609,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,3,19,"Mid latitude",0.0564098238914466
"328","RPV 428","Amazon","Rondonia",-8.742,"2","RPV",19,"B","24","F",0,2.653,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,3,19,"Mid latitude",0.0573935926562119
"329","RPV 429","Amazon","Rondonia",-8.742,"2","RPV",19,"B","24","F",0,2.653,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,3,20,"Mid latitude",0.0542050597308668
"330","RPV 430","Amazon","Rondonia",-8.742,"2","RPV",19,"B","24","F",0,2.437,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,3,17,"Mid latitude",0.0556729859151918
"331","RPV 431","Amazon","Rondonia",-8.742,"2","RPV",19,"B","24","F",0,2.511,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,3,19,"Mid latitude",0.0541577105985558
"332","RPV 432","Amazon","Rondonia",-8.742,"2","RPV",19,"B","24","F",0,2.549,17,NA,NA,20,NA,1,0.05,0.058823529,3,0.333333333,NA,2,20,"Mid latitude",0.055041242670234
"333","RPV 433","Amazon","Rondonia",-8.742,"2","RPV",19,"B","24","F",0,2.679,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,3,20,"Mid latitude",0.0547468661423595
"334","RPV 434","Amazon","Rondonia",-8.742,"2","RPV",19,"B","24","F",0,2.775,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,2,23,"Mid latitude",0.0510325373599199
"335","RPV 435","Amazon","Rondonia",-8.742,"2","RPV",19,"B","24","F",0,2.589,15,NA,NA,16,NA,1,0.0625,0.066666667,1,1,NA,3,16,"Mid latitude",0.0634181133846267
"337","RPV 437","Amazon","Rondonia",-8.742,"2","RPV",19,"B","24","F",0,2.555,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,3,19,"Mid latitude",0.0551795425679805
"338","RPV 438","Amazon","Rondonia",-8.742,"2","RPV",19,"B","24","M",1,2.707,18,NA,NA,21,NA,1,0.047619048,0.055555556,3,0.333333333,NA,2,21,"Mid latitude",0.0553245005906758
"339","RPV 439","Amazon","Rondonia",-8.742,"2","RPV",19,"B","24","M",1,2.641,20,NA,NA,22,NA,1,0.045454545,0.05,2,0.5,NA,3,22,"Mid latitude",0.0485578816657498
"340","RPV 440","Amazon","Rondonia",-8.742,"2","RPV",19,"C","28","F",0,2.574,12,NA,NA,14,NA,1,0.071428571,0.083333333,2,0.5,NA,3,14,"Mid latitude",0.0787884257644946
"341","RPV 441","Amazon","Rondonia",-8.742,"2","RPV",19,"C","28","F",0,2.421,14,NA,NA,15,NA,1,0.066666667,0.071428571,1,1,NA,2,15,"Mid latitude",0.0631557627111372
"342","RPV 442","Amazon","Rondonia",-8.742,"2","RPV",19,"C","28","F",0,2.913,17,NA,NA,18,NA,1,0.055555556,0.058823529,1,1,NA,2,18,"Mid latitude",0.0628931457633704
"345","RPV 445","Amazon","Rondonia",-8.742,"2","RPV",19,"C","28","F",0,2.334,14,NA,NA,15,NA,1,0.066666667,0.071428571,1,1,NA,2,15,"Mid latitude",0.0605416809903117
"347","RPV 447","Amazon","Rondonia",-8.742,"2","RPV",19,"C","28","M",1,2.455,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,1,18,"Mid latitude",0.0561329225779052
"349","RPV 449","Amazon","Rondonia",-8.742,"2","RPV",19,"C","28","M",1,2.799,19,NA,NA,21,NA,1,0.047619048,0.052631579,2,0.5,NA,2,21,"Mid latitude",0.0541716952912272
"350","RPV 450","Amazon","Rondonia",-8.742,"2","RPV",19,"C","28","M",1,2.52,16,NA,NA,17,NA,1,0.058823529,0.0625,1,1,NA,2,17,"Mid latitude",0.0577661813452082
"351","RPV 451","Amazon","Rondonia",-8.742,"2","RPV",19,"C","28","M",1,2.609,17,NA,NA,18,NA,1,0.055555556,0.058823529,1,1,NA,2,18,"Mid latitude",0.0564098238914466
"355","RPV 455","Amazon","Rondonia",-8.742,"2","RPV",20,"A","20","M",1,2.702,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,4,23,"Mid latitude",0.0496996119769004
"356","RPV 456","Amazon","Rondonia",-8.742,"2","RPV",20,"A","20","F",0,2.599,21,NA,NA,24,NA,1,0.041666667,0.047619048,3,0.333333333,NA,5,24,"Mid latitude",0.0454822264599692
"357","RPV 457","Amazon","Rondonia",-8.742,"2","RPV",20,"A","20","F",0,2.612,23,NA,NA,26,NA,1,0.038461538,0.043478261,3,0.333333333,NA,3,26,"Mid latitude",0.0417441831049645
"358","RPV 458","Amazon","Rondonia",-8.742,"2","RPV",20,"A","20","M",1,2.738,24,NA,NA,26,NA,1,0.038461538,0.041666667,2,0.5,NA,4,26,"Mid latitude",0.0419678219527607
"359","RPV 459","Amazon","Rondonia",-8.742,"2","RPV",20,"A","20","F",0,2.649,24,NA,NA,26,NA,1,0.038461538,0.041666667,2,0.5,NA,4,26,"Mid latitude",0.0405909254287472
"360","RPV 460","Amazon","Rondonia",-8.742,"2","RPV",20,"A","20","M",1,2.676,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,2,23,"Mid latitude",0.0492161571132991
"361","RPV 461","Amazon","Rondonia",-8.742,"2","RPV",20,"A","20","F",0,2.463,21,NA,NA,24,NA,1,0.041666667,0.047619048,3,0.333333333,NA,4,24,"Mid latitude",0.0429228628161143
"362","RPV 462","Amazon","Rondonia",-8.742,"2","RPV",20,"A","20","F",0,2.485,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,4,25,"Mid latitude",0.0413760299794815
"363","RPV 463","Amazon","Rondonia",-8.742,"2","RPV",20,"A","20","M",1,2.598,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,2,25,"Mid latitude",0.0433973599203822
"365","RPV 465","Amazon","Rondonia",-8.742,"2","RPV",20,"A","20","F",0,2.911,19,NA,NA,22,NA,1,0.045454545,0.052631579,3,0.333333333,NA,5,22,"Mid latitude",0.0562366665664993
"366","RPV 466","Amazon","Rondonia",-8.742,"2","RPV",20,"A","20","F",0,2.718,20,NA,NA,23,NA,1,0.043478261,0.05,3,0.333333333,NA,5,23,"Mid latitude",0.0499948157864476
"367","RPV 467","Amazon","Rondonia",-8.742,"2","RPV",20,"A","20","F",0,2.524,21,NA,NA,24,NA,1,0.041666667,0.047619048,3,0.333333333,NA,4,24,"Mid latitude",0.0440878545085222
"368","RPV 468","Amazon","Rondonia",-8.742,"2","RPV",20,"A","20","M",1,2.946,22,NA,NA,25,NA,1,0.04,0.045454545,3,0.333333333,NA,4,25,"Mid latitude",0.0491112871836563
"369","RPV 469","Amazon","Rondonia",-8.742,"2","RPV",20,"A","20","F",0,2.912,24,NA,NA,27,NA,1,0.037037037,0.041666667,3,0.333333333,NA,5,27,"Mid latitude",0.0445350054306016
"370","RPV 470","Amazon","Rondonia",-8.742,"2","RPV",20,"B","24","F",0,2.608,15,NA,NA,16,NA,1,0.0625,0.066666667,1,1,NA,4,16,"Mid latitude",0.0639055762709604
"371","RPV 471","Amazon","Rondonia",-8.742,"2","RPV",20,"B","24","M",1,2.544,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,3,18,"Mid latitude",0.0583586028423672
"372","RPV 472","Amazon","Rondonia",-8.742,"2","RPV",20,"B","24","M",1,2.505,16,NA,NA,18,NA,1,0.055555556,0.0625,2,0.5,NA,3,18,"Mid latitude",0.0573930459085518
"373","RPV 473","Amazon","Rondonia",-8.742,"2","RPV",20,"B","24","M",1,2.72,17,NA,NA,19,NA,1,0.052631579,0.058823529,2,0.5,NA,4,19,"Mid latitude",0.0588606988416415
"374","RPV 474","Amazon","Rondonia",-8.742,"2","RPV",20,"B","24","F",0,2.601,18,NA,NA,20,NA,1,0.05,0.055555556,2,0.5,NA,4,20,"Mid latitude",0.053105332581473
