ID,Biome,State,Latitude,Lat_group,Locality,Lat_grouple,Family,Fam_new,Temp_let,Temp_num,Sex,Sex1,Wing.length..mm.,sLL,Emtime,AdRate,LarvRate,Puplen,Puprate,AL,growth,log_sLL,log_Emtime,log_AL,log_growth,GrpB,GrpL,Temp_fac,abs_Lat,Pop
APR 587,Amazon,Amazonas,-3.028,1,APR,Low latitude,38,A13,C,28,M,1,2.422,16,18,0.055555556,0.0625,2,0.5,2,0.055287103,2.772588722,2.890371758,0.693147181,2.89521562,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 589,Amazon,Amazonas,-3.028,1,APR,Low latitude,38,A13,C,28,M,1,2.514,12,13,0.076923077,0.083333333,1,1,2,0.076822926,2.48490665,2.564949357,0.693147181,2.56625217,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 590,Amazon,Amazonas,-3.028,1,APR,Low latitude,38,A13,C,28,M,1,2.402,12,13,0.076923077,0.083333333,1,1,2,0.073025144,2.48490665,2.564949357,0.693147181,2.616951464,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 591,Amazon,Amazonas,-3.028,1,APR,Low latitude,38,A13,C,28,F,0,2.426,13,14,0.071428571,0.076923077,1,1,2,0.068172601,2.564949357,2.63905733,0.693147181,2.685712543,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 592,Amazon,Amazonas,-3.028,1,APR,Low latitude,38,A13,C,28,F,0,2.655,16,18,0.055555556,0.0625,2,0.5,2,0.061027791,2.772588722,2.890371758,0.693147181,2.79642593,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 593,Amazon,Amazonas,-3.028,1,APR,Low latitude,38,A13,C,28,F,0,2.554,16,18,0.055555556,0.0625,2,0.5,2,0.058603797,2.772588722,2.890371758,0.693147181,2.836955783,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 594,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,A,20,M,1,2.931,16,19,0.052631579,0.0625,3,0.333333333,7,0.067208979,2.772588722,2.944438979,1.945910149,2.699948426,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 595,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,A,20,F,0,2.869,16,19,0.052631579,0.0625,3,0.333333333,7,0.065872721,2.772588722,2.944438979,1.945910149,2.720030868,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 596,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,A,20,F,0,2.836,20,23,0.043478261,0.05,3,0.333333333,7,0.05211973,2.995732274,3.135494216,1.945910149,2.954211699,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 599,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,A,20,M,1,NA,16,19,0.052631579,0.0625,3,0.333333333,7,NA,2.772588722,2.944438979,1.945910149,NA,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 600,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,A,20,F,0,2.719,17,19,0.052631579,0.058823529,2,0.5,7,0.058839069,2.833213344,2.944438979,1.945910149,2.832949213,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 601,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,A,20,M,1,2.939,18,21,0.047619048,0.055555556,3,0.333333333,7,0.059892744,2.890371758,3.044522438,1.945910149,2.815199921,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 604,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,A,20,M,1,2.823,16,19,0.052631579,0.0625,3,0.333333333,6,0.064862509,2.772588722,2.944438979,1.791759469,2.73548549,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 605,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,A,20,F,0,2.685,18,21,0.047619048,0.055555556,3,0.333333333,5,0.054871152,2.890371758,3.044522438,1.609437912,2.902767541,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 606,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,A,20,M,1,2.827,21,24,0.041666667,0.047619048,3,0.333333333,6,0.04948648,3.044522438,3.17805383,1.791759469,3.006055779,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 607,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,A,20,M,1,2.999,23,26,0.038461538,0.043478261,3,0.333333333,6,0.047751257,3.135494216,3.258096538,1.791759469,3.041749898,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 609,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,B,24,F,0,2.496,16,18,0.055555556,0.0625,2,0.5,3,0.057168091,2.772588722,2.890371758,1.098612289,2.861759392,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 610,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,B,24,M,1,2.585,17,19,0.052631579,0.058823529,2,0.5,2,0.055866206,2.833213344,2.944438979,0.693147181,2.884795619,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 611,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,B,24,M,1,2.571,17,19,0.052631579,0.058823529,2,0.5,3,0.05554676,2.833213344,2.944438979,1.098612289,2.890530082,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 612,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,B,24,F,0,2.38,17,18,0.055555556,0.058823529,1,1,4,0.051005911,2.833213344,2.890371758,1.386294361,2.97581375,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 613,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,B,24,M,1,2.788,19,20,0.05,0.052631579,1,1,5,0.053964447,2.944438979,2.995732274,1.609437912,2.919429838,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 614,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,B,24,F,0,2.354,14,16,0.0625,0.071428571,2,0.5,3,0.061151143,2.63905733,2.772588722,1.098612289,2.794406717,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 616,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,B,24,F,0,2.475,17,18,0.055555556,0.058823529,1,1,3,0.053308259,2.833213344,2.890371758,1.098612289,2.931664014,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 617,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,B,24,M,1,2.534,17,19,0.052631579,0.058823529,2,0.5,2,0.054694064,2.833213344,2.944438979,0.693147181,2.906000101,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 618,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,B,24,F,0,2.614,19,21,0.047619048,0.052631579,2,0.5,3,0.050572717,2.944438979,3.044522438,1.098612289,2.984343046,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 619,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,B,24,M,1,2.625,16,18,0.055555556,0.0625,2,0.5,3,0.060317556,2.772588722,2.890371758,1.098612289,2.808132073,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 620,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,B,24,F,0,2.715,17,19,0.052631579,0.058823529,2,0.5,4,0.058752468,2.833213344,2.944438979,1.386294361,2.834422121,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 621,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,B,24,F,0,2.52,18,20,0.05,0.055555556,2,0.5,3,0.051347717,2.890371758,2.995732274,1.098612289,2.969134808,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 622,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,B,24,F,0,2.471,21,23,0.043478261,0.047619048,2,0.5,3,0.043077282,3.044522438,3.135494216,1.098612289,3.144759515,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 624,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,C,28,F,0,2.327,13,14,0.071428571,0.076923077,1,1,3,0.064967683,2.564949357,2.63905733,1.098612289,2.733865311,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 625,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,C,28,M,1,2.5,14,16,0.0625,0.071428571,2,0.5,2,0.065449338,2.63905733,2.772588722,0.693147181,2.726478901,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 626,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,C,28,F,0,2.26,15,16,0.0625,0.066666667,1,1,2,0.054357654,2.708050201,2.772588722,0.693147181,2.912169843,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 627,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,C,28,M,1,2.673,16,18,0.055555556,0.0625,2,0.5,2,0.06145009,2.772588722,2.890371758,0.693147181,2.789529981,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 628,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,C,28,F,0,2.545,16,18,0.055555556,0.0625,2,0.5,2,0.058383166,2.772588722,2.890371758,0.693147181,2.840727691,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 629,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,C,28,F,0,NA,14,16,0.0625,0.071428571,2,0.5,2,NA,2.63905733,2.772588722,0.693147181,NA,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 630,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,C,28,F,0,2.428,14,16,0.0625,0.071428571,2,0.5,2,0.063361991,2.63905733,2.772588722,0.693147181,2.758891109,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 631,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,C,28,M,1,2.506,15,17,0.058823529,0.066666667,2,0.5,2,0.061245857,2.708050201,2.833213344,0.693147181,2.792859071,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 632,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,C,28,F,0,2.672,16,18,0.055555556,0.0625,2,0.5,2,0.061426703,2.772588722,2.890371758,0.693147181,2.789910628,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 633,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,C,28,M,1,2.676,18,19,0.052631579,0.055555556,1,1,2,0.054684619,2.890371758,2.944438979,0.693147181,2.906172797,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 634,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,C,28,M,1,2.466,14,16,0.0625,0.071428571,2,0.5,1,0.064471243,2.63905733,2.772588722,0,2.741535997,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 635,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,C,28,M,1,2.447,14,16,0.0625,0.071428571,2,0.5,2,0.06391877,2.63905733,2.772588722,0.693147181,2.750142216,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 636,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,C,28,M,1,2.446,16,18,0.055555556,0.0625,2,0.5,2,0.055903377,2.772588722,2.890371758,0.693147181,2.884130483,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 637,Amazon,Amazonas,-3.028,1,APR,Low latitude,40,A14,C,28,M,1,2.533,16,18,0.055555556,0.0625,2,0.5,2,0.058087773,2.772588722,2.890371758,0.693147181,2.845800082,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 639,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,A,20,F,0,2.766,17,19,0.052631579,0.058823529,2,0.5,5,0.05984719,2.833213344,2.944438979,1.609437912,2.815960796,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 640,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,A,20,F,0,2.733,17,19,0.052631579,0.058823529,2,0.5,4,0.059141171,2.833213344,2.944438979,1.386294361,2.827827964,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 641,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,A,20,F,0,2.646,17,19,0.052631579,0.058823529,2,0.5,5,0.05723818,2.833213344,2.944438979,1.609437912,2.860534115,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 642,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,A,20,F,0,2.812,20,23,0.043478261,0.05,3,0.333333333,5,0.051694799,2.995732274,3.135494216,1.609437912,2.962398108,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 643,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,A,20,F,0,2.979,22,25,0.04,0.045454545,3,0.333333333,5,0.049617622,3.091042453,3.218875825,1.609437912,3.003409235,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 644,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,A,20,F,0,2.618,18,21,0.047619048,0.055555556,3,0.333333333,4,0.053467259,2.890371758,3.044522438,1.386294361,2.928685788,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 645,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,A,20,M,1,NA,18,21,0.047619048,0.055555556,3,0.333333333,4,NA,2.890371758,3.044522438,1.386294361,NA,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 646,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,A,20,F,0,2.541,19,22,0.045454545,0.052631579,3,0.333333333,4,0.049081984,2.944438979,3.091042453,1.386294361,3.014263227,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 647,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,A,20,F,0,2.769,20,23,0.043478261,0.05,3,0.333333333,4,0.050924312,2.995732274,3.135494216,1.386294361,2.977414823,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 648,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,A,20,M,1,2.916,20,23,0.043478261,0.05,3,0.333333333,4,0.053510641,2.995732274,3.135494216,1.386294361,2.927874753,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 649,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,A,20,M,1,2.787,17,20,0.05,0.058823529,3,0.333333333,4,0.060292103,2.833213344,2.995732274,1.386294361,2.808554148,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 650,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,A,20,M,1,2.788,17,20,0.05,0.058823529,3,0.333333333,5,0.060313205,2.833213344,2.995732274,1.609437912,2.808204203,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 651,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,A,20,F,0,2.713,18,20,0.05,0.055555556,2,0.5,4,0.055447502,2.890371758,2.995732274,1.386294361,2.892318618,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 652,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,A,20,M,1,2.821,18,21,0.047619048,0.055555556,3,0.333333333,4,0.057616191,2.890371758,3.044522438,1.386294361,2.853951663,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 653,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,A,20,M,1,2.885,24,27,0.037037037,0.041666667,3,0.333333333,7,0.044146871,3.17805383,3.295836866,1.945910149,3.12023323,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 654,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,B,24,M,1,2.681,13,15,0.066666667,0.076923077,2,0.5,3,0.075860758,2.564949357,2.708050201,1.098612289,2.578855745,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 655,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,B,24,M,1,2.494,15,17,0.058823529,0.066666667,2,0.5,3,0.060925856,2.708050201,2.833213344,1.098612289,2.798097622,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 656,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,B,24,F,0,2.479,16,18,0.055555556,0.0625,2,0.5,2,0.056740953,2.772588722,2.890371758,0.693147181,2.869259048,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 657,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,B,24,F,0,2.66,17,18,0.055555556,0.058823529,1,1,3,0.057548595,2.833213344,2.890371758,1.098612289,2.85512555,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 658,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,B,24,F,0,2.648,18,21,0.047619048,0.055555556,3,0.333333333,2,0.054100258,2.890371758,3.044522438,0.693147181,2.91691633,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 659,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,B,24,F,0,2.508,16,17,0.058823529,0.0625,1,1,3,0.057467851,2.772588722,2.833213344,1.098612289,2.856529593,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 660,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,B,24,F,0,NA,17,19,0.052631579,0.058823529,2,0.5,3,NA,2.833213344,2.944438979,1.098612289,NA,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 661,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,B,24,M,1,2.774,17,19,0.052631579,0.058823529,2,0.5,1,0.060017078,2.833213344,2.944438979,0,2.813126128,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 662,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,B,24,M,1,2.788,19,21,0.047619048,0.052631579,2,0.5,3,0.053964447,2.944438979,3.044522438,1.098612289,2.919429838,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 664,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,C,28,M,1,2.643,13,15,0.066666667,0.076923077,2,0.5,2,0.074762664,2.564949357,2.708050201,0.693147181,2.593436659,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 665,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,C,28,F,0,2.631,14,16,0.0625,0.071428571,2,0.5,2,0.069097429,2.63905733,2.772588722,0.693147181,2.67223776,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 666,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,C,28,F,0,2.635,14,16,0.0625,0.071428571,2,0.5,2,0.069205942,2.63905733,2.772588722,0.693147181,2.670668559,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 667,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,C,28,F,0,2.487,14,15,0.066666667,0.071428571,1,1,2,0.06507694,2.63905733,2.708050201,0.693147181,2.732185011,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 668,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,C,28,F,0,2.61,15,16,0.0625,0.066666667,1,1,3,0.063956681,2.708050201,2.772588722,1.098612289,2.749549278,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 670,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,C,28,F,0,2.547,13,14,0.071428571,0.076923077,1,1,3,0.07191663,2.564949357,2.63905733,1.098612289,2.632247741,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 671,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,C,28,F,0,2.548,13,15,0.066666667,0.076923077,2,0.5,2,0.071946826,2.564949357,2.708050201,0.693147181,2.631827961,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 672,Amazon,Amazonas,-3.028,1,APR,Low latitude,44,A15,C,28,F,0,2.455,14,16,0.0625,0.071428571,2,0.5,2,0.064151912,2.63905733,2.772588722,0.693147181,2.746501391,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 674,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,A,20,M,1,2.612,16,19,0.052631579,0.0625,3,0.333333333,5,0.060007263,2.772588722,2.944438979,1.609437912,2.813289671,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 675,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,A,20,F,0,2.759,17,20,0.05,0.058823529,3,0.333333333,6,0.059698135,2.833213344,2.995732274,1.791759469,2.818454498,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 676,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,A,20,F,0,2.773,17,20,0.05,0.058823529,3,0.333333333,6,0.059995869,2.833213344,2.995732274,1.791759469,2.813479575,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 677,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,A,20,F,0,2.82,18,21,0.047619048,0.055555556,3,0.333333333,5,0.057596494,2.890371758,3.044522438,1.609437912,2.854293588,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 678,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,A,20,F,0,2.898,20,24,0.041666667,0.05,4,0.25,6,0.053201042,2.995732274,3.17805383,1.791759469,2.933677293,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 679,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,A,20,F,0,2.754,17,19,0.052631579,0.058823529,2,0.5,6,0.059591435,2.833213344,2.944438979,1.791759469,2.820243418,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 680,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,A,20,M,1,2.713,17,19,0.052631579,0.058823529,2,0.5,2,0.05870912,2.833213344,2.944438979,0.693147181,2.835160204,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 681,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,A,20,F,0,2.794,17,20,0.05,0.058823529,3,0.333333333,5,0.060439662,2.833213344,2.995732274,1.609437912,2.806109727,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 684,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,A,20,M,1,2.722,17,20,0.05,0.058823529,3,0.333333333,6,0.058903936,2.833213344,2.995732274,1.791759469,2.831847373,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 685,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,A,20,F,0,2.816,17,19,0.052631579,0.058823529,2,0.5,7,0.060901026,2.833213344,2.944438979,1.945910149,2.798505261,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 686,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,A,20,F,0,2.808,20,23,0.043478261,0.05,3,0.333333333,5,0.051623624,2.995732274,3.135494216,1.609437912,2.963775876,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 687,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,A,20,M,1,2.833,21,24,0.041666667,0.047619048,3,0.333333333,3,0.049587439,3.044522438,3.17805383,1.098612289,3.004017722,20 Amazon,20 Low latitude,20,3.028,Amazon Low latitude
APR 689,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,B,24,F,0,2.586,14,16,0.0625,0.071428571,2,0.5,3,0.067865163,2.63905733,2.772588722,1.098612289,2.690232441,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 690,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,B,24,F,0,2.624,15,17,0.058823529,0.066666667,2,0.5,2,0.064313325,2.708050201,2.833213344,0.693147181,2.743988442,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 691,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,B,24,F,0,2.531,15,17,0.058823529,0.066666667,2,0.5,3,0.061907632,2.708050201,2.833213344,1.098612289,2.78211181,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 692,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,B,24,F,0,2.552,18,21,0.047619048,0.055555556,3,0.333333333,3,0.052048743,2.890371758,3.044522438,1.098612289,2.955574643,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 693,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,B,24,F,0,2.418,20,22,0.045454545,0.05,2,0.5,4,0.044147038,2.995732274,3.091042453,1.386294361,3.120229452,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 694,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,B,24,F,0,2.445,14,16,0.0625,0.071428571,2,0.5,3,0.063860366,2.63905733,2.772588722,1.098612289,2.751056362,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 695,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,B,24,F,0,2.452,16,18,0.055555556,0.0625,2,0.5,3,0.056056501,2.772588722,2.890371758,1.098612289,2.881395148,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 696,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,B,24,F,0,2.486,17,19,0.052631579,0.058823529,2,0.5,3,0.053569117,2.833213344,2.944438979,1.098612289,2.926782548,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 698,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,B,24,F,0,2.648,22,23,0.043478261,0.045454545,1,1,5,0.044263847,3.091042453,3.135494216,1.609437912,3.117587026,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 699,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,B,24,F,0,2.45,15,17,0.058823529,0.066666667,2,0.5,3,0.059739202,2.708050201,2.833213344,1.098612289,2.81776683,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 700,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,B,24,M,1,NA,16,18,0.055555556,0.0625,2,0.5,3,NA,2.772588722,2.890371758,1.098612289,NA,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 701,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,B,24,F,0,2.546,17,19,0.052631579,0.058823529,2,0.5,2,0.054971971,2.833213344,2.944438979,0.693147181,2.900931849,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 702,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,B,24,M,1,2.831,18,21,0.047619048,0.055555556,3,0.333333333,3,0.057812778,2.890371758,3.044522438,1.098612289,2.850545453,24 Amazon,24 Low latitude,24,3.028,Amazon Low latitude
APR 704,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,C,28,F,0,2.511,13,15,0.066666667,0.076923077,2,0.5,2,0.070821622,2.564949357,2.708050201,0.693147181,2.647590936,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 705,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,C,28,M,1,2.559,15,17,0.058823529,0.066666667,2,0.5,2,0.062641104,2.708050201,2.833213344,0.693147181,2.770333606,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
APR 706,Amazon,Amazonas,-3.028,1,APR,Low latitude,6,A4,C,28,M,1,2.523,15,17,0.058823529,0.066666667,2,0.5,2,0.061696578,2.708050201,2.833213344,0.693147181,2.785526812,28 Amazon,28 Low latitude,28,3.028,Amazon Low latitude
